pmid,arm_id,arm_label,arm_type,instrument,item_or_subscale,value,reporting_format,n_analyzed,p_value,disease_condition
38585348,EG,electroacupuncture group,verum_acupuncture,not_reported,"de qi needling sensation described as soreness, numbness, distention, heaviness, and other sensations","de qi needling sensation (a composite of sensations including soreness, numbness, distention, heaviness, and other sensations)",narrative,,not_reported,Subjective tinnitus (ST)
38681626,not_applicable,,,not_reported,not_reported,not_reported,not_reported,,not_reported,First-episode major depressive disorder (MDD)
39089662,AG,acupuncture group (AG),verum_acupuncture,not_reported,"soreness, numbness, distension, or heaviness","Twirling, lifting, and thrusting manipulations were performed to achieve 'de qi' sensation (soreness, numbness, distension, or heaviness)",narrative,,not_reported,chronic sciatica (chronic neuropathic pain)
39089662,SG,sham acupuncture group (SG),sham_acupuncture,not_reported,not_reported,No manipulations were performed for sham acupuncture intervention with no attempt to induce 'de qi' sensation,narrative,,not_reported,chronic sciatica (chronic neuropathic pain)
39499594,not_applicable,,,not_reported,needling sensations ('deqi' phenomenon),"the subject had some needling sensations; subjects to experience sensations such as heaviness, numbness, and distension",narrative,,not_reported,healthy volunteers
39543627,arm_RA,real acupuncture (RA),verum_acupuncture,not_reported,"Deqi sensation (soreness, numbness, heaviness, distension experienced by patient; heaviness, astringency, tightness felt by acupuncturist)",not_reported,narrative,,not_reported,Chronic insomnia disorder (CID)
39654647,arm_verum_acu,Experimental group (acupuncture therapy alone or in combination with other conventional therapies),verum_acupuncture,not_reported,Deqi (general),Several studies have demonstrated that the Deqi group exhibits significant activation in relevant brain regions compared with the non-Deqi group,narrative,,not_reported,Stroke (primarily ischemic stroke; also haemorrhagic stroke)
39877657,not_applicable,,,not_reported,not_reported,not_reported,not_reported,,not_reported,Alzheimer's disease (AD)
40022556,arm_acupuncture,Acupuncture group (Dataset 2),verum_acupuncture,not_reported,"Deqi sensation characterized by feelings of pain, heaviness, numbness, swelling, or radiation",not_reported,narrative,,not_reported,Chronic insomnia disorder (CID)
40584525,arm_true,true-acupoint group,verum_acupuncture,not_reported,"soreness, numbness, distension, and heaviness","subject would experience the deqi sensations such as soreness, numbness, distension, and heaviness",narrative,,not_reported,amnestic mild cognitive impairment (aMCI)
40634927,AG,acupuncture group (AG),verum_acupuncture,not_reported,de qi sensation (achieved through manual stimulation),Acupuncturists manually stimulated the needles to achieve de qi,narrative,,not_reported,knee osteoarthritis (KOA)
40634927,SG,sham acupuncture group (SG),sham_acupuncture,not_reported,de qi sensation (not required),Sham needles did not penetrate the skin and did not require the 'De Qi' sensation,narrative,,not_reported,knee osteoarthritis (KOA)
40642213,arm_ST36,Zusanli (ST36),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_L (total MASS score for the left body),6.68 ± 5.88,mean ± SD,19.0,0.944,healthy volunteers
40642213,arm_ST36,Zusanli (ST36),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_R (total MASS score for the right body),7.53 ± 50.63,mean ± SD,19.0,0.608,healthy volunteers
40642213,arm_KI4,Dazhong (KI4),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_L (total MASS score for the left body),5.88 ± 4.69,mean ± SD,16.0,0.944,healthy volunteers
40642213,arm_KI4,Dazhong (KI4),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_R (total MASS score for the right body),6.44 ± 5.57,mean ± SD,16.0,0.608,healthy volunteers
40642213,arm_HT7,Shenmen (HT7),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_L (total MASS score for the left body),6.53 ± 5.34,mean ± SD,16.0,0.944,healthy volunteers
40642213,arm_HT7,Shenmen (HT7),verum_acupuncture,MGH Acupuncture Sensation Scale (MASS),MASS_R (total MASS score for the right body),7.82 ± 5.62,mean ± SD,16.0,0.608,healthy volunteers
40642213,not_applicable,,,MGH Acupuncture Sensation Scale (MASS),composite deqi score excluding sharp pain,"A deqi response was defined as a total score of 3 or higher for any of the 12 sensations, excluding sharp pain",narrative,,not_reported,healthy volunteers
40660313,not_applicable,,,not_reported,needling sensation (de qi),"After the acupoints obtained qi, the needles were retained for 20 min",narrative,,not_reported,knee osteoarthritis (KOA)
40772121,arm_acupuncture,Acupuncture group,verum_acupuncture,not_reported,not_reported,flat-supplement and flat-purgation techniques to 'deqi' were performed,narrative,,not_reported,Knee osteoarthritis (KOA)
40800108,arm_verum_acupuncture,acupuncture (verum/electroacupuncture),verum_acupuncture,not_reported,not_reported,not_reported,narrative,,not_reported,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders"
40847552,arm_responders,acupuncture responders,verum_acupuncture,not_reported,Deqi sensation (general),"The insertion depth and direction were determined based on the patient's treatment site, with the aim of achieving the Deqi sensation.",narrative,,not_reported,Neck pain (NP)
40881782,arm_IDSA,IDSA treatment group,verum_acupuncture,not_reported,not_reported,Tolerable sensation of soreness and swelling induced by rotating needles at 200 rpm,narrative,,not_reported,Bilateral basal ganglia ischemic stroke (BBGIS)
40904730,not_applicable,,,not_reported,"de-qi sensation (a feeling of numbness, tingling, or heaviness)",de-qi sensation was more crucial for clear activation of brain regions than needling depth or needle diameter,narrative,,not_reported,not_applicable (meta-analyses included studies on healthy volunteers and various pathological conditions)
40963943,arm_TTH,TTH patients,other,Composite Deqi sensation score (0–10 scale),"Composite Deqi (soreness, numbness, distension, heaviness, or other special sensations)",10 TTH patients had higher scores for composite Deqi sensation; 23 had higher acute pain scores; 3 had same scores,count,36.0,not_reported,Tension-type headache (TTH)
40963943,arm_HC,HCs (healthy controls),healthy_control,Composite Deqi sensation score (0–10 scale),"Composite Deqi (soreness, numbness, distension, heaviness, or other special sensations)",11 HCs exhibited higher scores for the composite Deqi sensation; 21 had higher acute pain scores; 4 had same scores,count,36.0,not_reported,Tension-type headache (TTH)
41022570,arm_01,Healthy participants receiving acupuncture at GV20 and GV29,verum_acupuncture,not_reported,"De Qi sensation described as sourness, numbness, distention, and pain","Light to moderate stimulation to produce De Qi (sourness, numbness, distention, and pain), which is considered an effective acupuncture response",narrative,,not_reported,Healthy volunteers (no disease condition)
41069516,arm_BP,BP group (BP patients),verum_acupuncture,not_reported; Deqi defined by study criteria,"soreness, numbness, distension, heaviness (patient-reported); tight, rough sensation under needle (acupuncturist-perceived)",Deqi was achieved (required for needle retention to proceed); specific quantitative values not reported,narrative,,not_reported,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis
41310834,arm_acupuncture,acupuncture group,verum_acupuncture,not_reported,"pain, heaviness, numbness, swelling, or radiation","The 'Deqi' sensation, a clinical marker of effective acupuncture characterized by sensations of pain, heaviness, numbness, swelling, or radiation, was induced through needle manipulation techniques such as lifting, thrusting, twirling, and rotating.",narrative,,not_reported,Chronic insomnia disorder (CID)
41351443,AG,acupuncture group (AG),verum_acupuncture,not_reported,"de-qi: soreness, numbness, heaviness","required to achieve de-qi (feeling of soreness, numbness, heaviness)",narrative,,not_reported,Subjective cognitive decline (SCD)
41591775,arm_real_acu,real acupuncture group,verum_acupuncture,not_reported,"deqi sensation (distention, numbness, soreness, or radiating sensations)","deqi was intended and elicited through twirling, lifting, and thrusting",narrative,,not_reported,Migraine without aura (MWOA)
41591775,arm_sham_acu,sham acupuncture group,sham_acupuncture,not_reported,deqi omitted,Manipulation matched real acupuncture but omitted deqi,narrative,,not_reported,Migraine without aura (MWOA)
41602988,arm_BP_acupuncture,Bell's palsy patients receiving acupuncture,verum_acupuncture,not_reported,"deqi sensation (numbness, distention, or heaviness) at bilateral LI4","sensation typically described by patients as numbness, distention, or heaviness",narrative,,not_reported,Bell's palsy (acute unilateral facial paralysis caused by inflammation of the facial nerve)
41657421,arm_study,study group,verum_acupuncture,not_reported,"deqi sensation (dull ache, numbness, or tingling)","mild but noticeable deqi sensation (a characteristic sensation of acupuncture, often described as a dull ache, numbness, or tingling) in the patients without causing any discomfort or pain",narrative,,not_reported,insomnia (primary insomnia)
41834818,arm_tx,Treatment group (Tx),verum_acupuncture,not_reported,deqi at scalp acupoints,deqi was achieved before connecting to device (for scalp/head acupoints),narrative,,not_reported,poststroke motor dysfunction
41999225,AG,acupuncture group (AG) (VA+SA),verum_acupuncture,not_reported,Deqi sensation,needle manipulation for Deqi sensation induction required; standardized procedures performed,narrative,,not_reported,Knee Osteoarthritis (KOA) with chronic knee pain
42131703,VA,Verum acupuncture,verum_acupuncture,not_reported,deqi sensation (characteristic needling sensation),"deqi sensation elicited by rotational manipulation (180° amplitude, 2 Hz frequency) for 1 min",narrative,,not_reported,mechanical neck pain
42131703,SA,Sham acupuncture,sham_acupuncture,not_reported,deqi sensation,no manipulation was performed to elicit the deqi sensation,narrative,,not_reported,mechanical neck pain
