arm_id,pmid,arm_type,Afferent_Input_Index,Cognitive_Anchoring,PC1,PC2,PC3,PC4,PC5,penetration_level,skin_contact,electrical_stim,manipulation_intensity,needle_retention_min,n_sessions,blinding_quality,practitioner_interaction,treatment_rationale_given
arm_KOA,35115998,verum_acupuncture,-0.0019172000231640674,0.08350053538242556,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,2.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0
arm_HC,35115998,healthy_control,-0.0019172000231640674,0.08350053538242556,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,2.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0
arm_real_acu,33551385,verum_acupuncture,0.23381145117853586,-0.5891626420854096,0.7949756653368825,-1.1687623287116924,-1.4274229214786895,-0.3113125491706159,-0.2878521491653553,2.0,1.0,0.0,2.0,,1.0,0.0,1.0,0.0
arm_sham_scrub,33551385,sham_acupuncture,-0.40089010759492494,0.08350053538242556,-0.21141723633973153,-0.4342965563219293,0.4087848071164057,0.2782956689896607,1.0691941259515052,0.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0
arm_tinnitus,35153654,verum_acupuncture,0.5306976938485418,0.15341686486145903,2.0526095403655624,0.30633503592644246,-1.8545896590098374,-1.0951812336197841,-0.00926141087162955,2.0,1.0,0.0,2.0,30.0,12.0,0.0,2.0,0.0
arm_control,35153654,other,,-1.331742149032278,-0.8134094014191281,-0.944043697839588,-1.6344427709388314,0.3784610385135269,-0.33421110598292453,,,,,,,0.0,0.0,0.0
arm_control,35153654,healthy_control,,-1.331742149032278,-0.8134094014191281,-0.944043697839588,-1.6344427709388314,0.3784610385135269,-0.33421110598292453,,,,,,,0.0,0.0,0.0
arm_control,35153654,sham_acupuncture,,-1.331742149032278,-0.8134094014191281,-0.944043697839588,-1.6344427709388314,0.3784610385135269,-0.33421110598292453,,,,,,,0.0,0.0,0.0
arm_control,35153654,medication,,-1.331742149032278,-0.8134094014191281,-0.944043697839588,-1.6344427709388314,0.3784610385135269,-0.33421110598292453,,,,,,,0.0,0.0,0.0
arm_RA,34108856,verum_acupuncture,0.15480833266743232,1.1442043871858125,1.1397822404660962,-0.8104994191086061,2.271387728186416,-1.181133676877138,-0.6391027500703309,2.0,1.0,0.0,2.0,7.0,,2.0,1.0,1.0
arm_SA,34108856,sham_acupuncture,0.15480833266743232,0.4715412097179774,0.6174375944778473,-1.0725156657240815,1.0187290658030275,-1.7122203687865687,-1.8450987677103197,2.0,1.0,0.0,2.0,7.0,,2.0,1.0,0.0
arm_SA,34108856,verum_acupuncture,0.15480833266743232,0.4715412097179774,0.6174375944778473,-1.0725156657240815,1.0187290658030275,-1.7122203687865687,-1.8450987677103197,2.0,1.0,0.0,2.0,7.0,,2.0,1.0,0.0
arm_REAL,31636536,verum_acupuncture,0.23381145117853586,0.08350053538242556,1.3173203113251315,-0.9067460820962169,-0.1747642590953011,0.21977414273881474,0.9181438684746334,2.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
arm_PHNT,31636536,sham_acupuncture,-1.1475208103614158,0.6138524612841191,-2.175244236726805,0.4721058229419081,1.5240673627067123,-0.05766326576382634,0.7863758131990973,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
arm_cnsp,35048524,verum_acupuncture,0.828494232026337,-0.05881071618371599,1.5634159174262938,1.2498747399165304,-1.6448956264531962,-1.391582395467349,-0.5014625874124392,3.0,1.0,0.0,2.0,30.0,20.0,1.0,1.0,0.0
arm_hc,35048524,healthy_control,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_group1,38245739,verum_acupuncture,0.9857618593357739,0.08350053538242556,2.4162783867141306,0.3658813187006156,-0.22690387112180396,2.589920281469605,-0.44859943849531514,3.0,1.0,1.0,2.0,20.0,8.0,0.0,1.0,1.0
arm_group2,38245739,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_VA,36890655,verum_acupuncture,0.30136769450806816,-0.05881071618371599,0.3226751579767329,0.9314107589366998,-1.0872934410253154,-1.1462419671741126,-0.8696197097649683,2.0,1.0,0.0,1.0,30.0,10.0,1.0,1.0,0.0
arm_VA,36890655,other,0.30136769450806816,-0.05881071618371599,0.3226751579767329,0.9314107589366998,-1.0872934410253154,-1.1462419671741126,-0.8696197097649683,2.0,1.0,0.0,1.0,30.0,10.0,1.0,1.0,0.0
arm_SA,36890655,sham_acupuncture,0.30136769450806816,-0.05881071618371599,0.3226751579767329,0.9314107589366998,-1.0872934410253154,-1.1462419671741126,-0.8696197097649683,2.0,1.0,0.0,1.0,30.0,10.0,1.0,1.0,0.0
arm_SA,36890655,verum_acupuncture,0.30136769450806816,-0.05881071618371599,0.3226751579767329,0.9314107589366998,-1.0872934410253154,-1.1462419671741126,-0.8696197097649683,2.0,1.0,0.0,1.0,30.0,10.0,1.0,1.0,0.0
arm_SC,36890655,active_control,-1.266230394872189,0.4016248802389441,-3.2970558923008104,1.00893573515976,2.1733729018079937,-0.2957217318511309,0.19324453977171643,0.0,0.0,0.0,0.0,,,2.0,0.0,1.0
arm_SC,36890655,medication,-1.266230394872189,0.4016248802389441,-3.2970558923008104,1.00893573515976,2.1733729018079937,-0.2957217318511309,0.19324453977171643,0.0,0.0,0.0,0.0,,,2.0,0.0,1.0
arm_PB,36890655,placebo,-1.266230394872189,-0.271038297228891,-3.8194005382890595,0.7469194885442845,0.9207142394246054,-0.8268084237605616,-1.0127514778682722,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
arm_WL,36890655,waitlist,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_HC,36890655,healthy_control,,-1.331742149032278,-0.8134094014191281,-0.944043697839588,-1.6344427709388314,0.3784610385135269,-0.33421110598292453,,,,,,,0.0,0.0,0.0
arm_AG,36890655,verum_acupuncture,0.30136769450806816,-0.05881071618371599,0.3226751579767329,0.9314107589366998,-1.0872934410253154,-1.1462419671741126,-0.8696197097649683,2.0,1.0,0.0,1.0,30.0,10.0,1.0,1.0,0.0
arm_ERR,37206312,verum_acupuncture,0.23381145117853586,0.08350053538242556,1.3173203113251315,-0.9067460820962169,-0.1747642590953011,0.21977414273881474,0.9181438684746334,2.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
arm_LTRei,37206312,verum_acupuncture,0.23381145117853586,0.08350053538242556,1.3173203113251315,-0.9067460820962169,-0.1747642590953011,0.21977414273881474,0.9181438684746334,2.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
arm_LTRed,37206312,verum_acupuncture,0.23381145117853586,0.08350053538242556,1.3173203113251315,-0.9067460820962169,-0.1747642590953011,0.21977414273881474,0.9181438684746334,2.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
arm_exp,36102803,verum_acupuncture,-0.23806529597971335,1.1442043871858125,-0.4749968000130029,0.6663934046362042,3.3821391596265977,1.4728204851631768,-2.1299130238816124,0.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0
arm_ctrl,36102803,waitlist,-1.1475208103614158,-0.271038297228891,-3.8194005382890595,0.7469194885442845,0.9207142394246054,-0.8268084237605616,-1.0127514778682722,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0
arm_ctrl,36102803,active_control,-1.1475208103614158,-0.271038297228891,-3.8194005382890595,0.7469194885442845,0.9207142394246054,-0.8268084237605616,-1.0127514778682722,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0
arm_01,35959405,verum_acupuncture,0.4332979049644162,0.08350053538242556,1.7967733464401199,-1.032313311891249,-0.4305248208573572,0.2703921571130659,0.7434573090429948,3.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
acu,36922926,verum_acupuncture,1.4647892120934134,1.3564319682309876,3.419164519337324,5.04205978414652,-1.2301028146757664,-2.089964976618942,2.1569211071064247,2.0,1.0,0.0,2.0,40.0,60.0,1.0,2.0,1.0
con,36922926,active_control,-1.266230394872189,0.6138524612841191,-2.175244236726805,0.4721058229419081,1.5240673627067123,-0.05766326576382634,0.7863758131990973,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0
arm_FD_acupuncture,35965072,verum_acupuncture,0.37302260604208637,-0.5891626420854096,0.5889110570113993,0.31671066369479234,-1.7920409726497317,-0.4103366807407327,0.1684145482039876,2.0,1.0,0.0,1.0,,20.0,0.0,1.0,0.0
arm_responders,35965072,verum_acupuncture,0.2396521140518378,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,,,,0.0,1.0,0.0
arm_non_responders,35965072,verum_acupuncture,0.2396521140518378,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,,,,0.0,1.0,0.0
VA,36051643,verum_acupuncture,0.3185746618424385,0.08350053538242556,0.7559672480081461,0.06118900875902837,-0.5561557970105379,0.27550002240874294,0.7714027475132513,2.0,1.0,0.0,1.0,30.0,,0.0,1.0,1.0
SA,36051643,sham_acupuncture,-0.11664044314514185,-0.5891626420854096,-0.8156619105299777,0.1460550581228076,-1.4810259549442757,-0.14644712887559092,-0.4582295720815041,1.0,1.0,0.0,0.0,30.0,,0.0,1.0,0.0
arm_patient,35734477,verum_acupuncture,0.0011658231340402336,0.08350053538242556,1.216767772063751,-1.7069422753122538,0.18560649855363534,0.5549877225077178,0.4832363591465615,3.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,1.0
arm_control,35734477,other,0.0011658231340402336,-0.5891626420854096,0.6944231260755022,-1.9689585219277295,-1.067052163829753,0.023901030598287146,-0.7227596584934272,3.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_control,35734477,healthy_control,0.0011658231340402336,-0.5891626420854096,0.6944231260755022,-1.9689585219277295,-1.067052163829753,0.023901030598287146,-0.7227596584934272,3.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_control,35734477,sham_acupuncture,0.0011658231340402336,-0.5891626420854096,0.6944231260755022,-1.9689585219277295,-1.067052163829753,0.023901030598287146,-0.7227596584934272,3.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_control,35734477,medication,0.0011658231340402336,-0.5891626420854096,0.6944231260755022,-1.9689585219277295,-1.067052163829753,0.023901030598287146,-0.7227596584934272,3.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_C1,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_C2,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_C3,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_Nih1,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_Nih2,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_Nih3,35734477,verum_acupuncture,1.0489832817762021,-0.5891626420854096,0.7045972230169839,-1.0730144923225022,-1.611155540553151,-0.10093697979701682,-0.6608615699833993,3.0,1.0,,,,,0.0,1.0,0.0
arm_AD_real,38651018,verum_acupuncture,0.13621851800087556,0.4715412097179774,0.1926474282260126,0.5851478264038301,0.34044210702218,-1.783044613083164,-1.735200792265761,2.0,1.0,0.0,1.0,,8.0,2.0,1.0,0.0
arm_AD_sham,38651018,sham_acupuncture,-0.5326949868757079,0.4715412097179774,-0.3771840492088741,0.8064628925880525,0.4124700497097747,-1.6232870580838161,-1.9335236536521665,,,0.0,0.0,,8.0,2.0,1.0,0.0
arm_AD_baseline,38651018,other,,2.230197842253275,0.5809727013844813,0.38142167914794584,1.7539703460903293,-1.156617299806036,-0.7703693489042059,,,,,,,2.0,,
arm_HC,38651018,healthy_control,,2.230197842253275,0.5809727013844813,0.38142167914794584,1.7539703460903293,-1.156617299806036,-0.7703693489042059,,,,,,,2.0,,
arm_AD_high_responder,38651018,verum_acupuncture,0.16577411805062597,0.4715412097179774,0.05862805539623228,0.11940543253247031,0.501311683706941,-1.6877039917154666,-1.9763653665441947,2.0,1.0,0.0,1.0,,,2.0,1.0,0.0
arm_AD_low_responder,38651018,verum_acupuncture,0.16577411805062597,0.4715412097179774,0.05862805539623228,0.11940543253247031,0.501311683706941,-1.6877039917154666,-1.9763653665441947,2.0,1.0,0.0,1.0,,,2.0,1.0,0.0
TA,37408438,verum_acupuncture,0.5306976938485418,0.6138524612841191,1.4531425307798058,1.10518119475977,0.04737454247483228,-0.8021530077976579,0.6036033333409783,2.0,1.0,0.0,2.0,30.0,12.0,1.0,1.0,1.0
SA,37408438,sham_acupuncture,-0.028422102975858444,0.6138524612841191,-0.16597345920495565,1.6733785569232473,0.44719098961207754,-0.5332559121732129,0.38164416999980616,1.0,1.0,0.0,0.0,30.0,12.0,1.0,1.0,1.0
arm_HC,37721727,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_IA,37721727,verum_acupuncture,0.6622555205381033,-0.5891626420854096,1.1672209485641876,0.8420156221815925,-2.317488395940158,-0.6741259110695008,0.41831915001541625,2.0,1.0,0.0,2.0,30.0,20.0,0.0,1.0,0.0
arm_ea,38027487,verum_acupuncture,0.83360607663174,0.6138524612841191,1.36879672078915,2.2589484976644973,0.4838930115827411,1.7724732929259266,-1.0279408498621707,2.0,1.0,1.0,1.0,30.0,12.0,1.0,1.0,1.0
arm_ctrl,38027487,waitlist,-0.9304503963236395,0.6138524612841191,-1.9646423651371496,1.2039867275969023,1.2712723136306594,-0.2074842421987797,1.1653487156366358,0.0,0.0,0.0,0.0,,12.0,1.0,1.0,1.0
arm_ctrl,38027487,active_control,-0.9304503963236395,0.6138524612841191,-1.9646423651371496,1.2039867275969023,1.2712723136306594,-0.2074842421987797,1.1653487156366358,0.0,0.0,0.0,0.0,,12.0,1.0,1.0,1.0
arm_tinnitus,36530635,verum_acupuncture,0.4978082371761514,0.8260800423292941,2.5366629369738742,0.4352820271501009,-0.555968260430803,-0.5368543641767255,1.1278304426888066,2.0,1.0,0.0,2.0,30.0,10.0,0.0,2.0,1.0
arm_HC,36530635,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_patients,36744205,verum_acupuncture,0.38595313574103957,0.08350053538242556,1.5279221829147864,-0.17486517744122282,-0.42755930817135424,0.0699531663038614,1.2971167709121718,2.0,1.0,0.0,2.0,20.0,12.0,0.0,1.0,1.0
arm_hc,36744205,healthy_control,,-0.9519137131568858,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,,,,,,,0.0,,
arm_WT,35968386,healthy_control,-0.7725810042961655,-0.8013902231305844,-3.3723756029267737,1.4776510672365768,-0.4442850856830495,-0.3175156115579272,0.38693325888369295,0.0,0.0,0.0,0.0,,20.0,1.0,0.0,0.0
arm_3xTgAD,35968386,other,-0.7725810042961655,-0.8013902231305844,-3.3723756029267737,1.4776510672365768,-0.4442850856830495,-0.3175156115579272,0.38693325888369295,0.0,0.0,0.0,0.0,,20.0,1.0,0.0,0.0
arm_EA,35968386,verum_acupuncture,0.7989251918330679,-0.1287270456627493,0.003955093872787167,2.92019631371468,0.2767548364144766,2.142910601101959,-0.42567372954348615,1.0,1.0,1.0,1.0,30.0,20.0,1.0,0.0,1.0
arm_NonEA,35968386,sham_acupuncture,0.7989251918330679,-0.1287270456627493,0.003955093872787167,2.92019631371468,0.2767548364144766,2.142910601101959,-0.42567372954348615,1.0,1.0,1.0,1.0,30.0,20.0,1.0,0.0,1.0
arm_SA,37305743,sham_acupuncture,0.354816859258258,0.08350053538242556,0.8463456903280447,-0.03455882763016164,-0.3724231779360766,0.0651244530351437,1.1444121683312953,1.0,1.0,0.0,2.0,30.0,,0.0,1.0,1.0
arm_SA,37305743,verum_acupuncture,0.354816859258258,0.08350053538242556,0.8463456903280447,-0.03455882763016164,-0.3724231779360766,0.0651244530351437,1.1444121683312953,1.0,1.0,0.0,2.0,30.0,,0.0,1.0,1.0
arm_PC,37305743,usual_care,-1.266230394872189,0.08350053538242556,-2.0919861704739233,-0.06132052458806201,0.5957140314576945,0.7104112330082729,1.5314709911953142,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0
arm_HC,37305743,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_MCID,37274194,other,-0.16507288835419345,-0.5891626420854096,0.21497009096051395,-1.8433912921326971,-0.8112916020676969,-0.026716983775963918,-0.5480730990617886,2.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_NMCID,37274194,other,-0.16507288835419345,-0.5891626420854096,0.21497009096051395,-1.8433912921326971,-0.8112916020676969,-0.026716983775963918,-0.5480730990617886,2.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
arm_HC,37274194,healthy_control,-0.16507288835419345,-0.5891626420854096,0.21497009096051395,-1.8433912921326971,-0.8112916020676969,-0.026716983775963918,-0.5480730990617886,2.0,1.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0
EAS,38681626,verum_acupuncture,0.9322744466489112,0.6138524612841191,1.4836704689289617,2.6581562638399485,0.34600480299580316,1.690752760325043,-0.8212283576235132,2.0,1.0,1.0,1.0,30.0,18.0,1.0,1.0,1.0
SAS,38681626,sham_acupuncture,0.07024626704131276,-0.05881071618371599,-0.5734443570533929,1.8105700764832229,-0.9433558813582488,-1.1460631366835272,-0.6176393554015253,1.0,1.0,0.0,0.0,30.0,18.0,1.0,1.0,0.0
arm_PSA,36530615,other,0.7967879643042541,0.08350053538242556,1.712427536449464,0.12145399101347824,0.005993648250551629,2.8450184578366504,-0.8880868741601543,3.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
arm_HC,36530615,healthy_control,0.7967879643042541,0.08350053538242556,1.712427536449464,0.12145399101347824,0.005993648250551629,2.8450184578366504,-0.8880868741601543,3.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0
EG,38585348,verum_acupuncture,1.1633958741156665,0.8260800423292941,3.501601639533093,1.2421670340755733,-0.44723829577254504,1.9286323959217626,-0.4800774385595753,3.0,1.0,1.0,2.0,30.0,10.0,0.0,2.0,1.0
CG,38585348,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_HT5,38034817,verum_acupuncture,0.9177933723839763,0.08350053538242556,1.2414529154523772,0.9936412454795331,-0.19166527059022384,2.6903687681329793,-0.6618185743034922,2.0,1.0,1.0,1.0,30.0,,0.0,1.0,1.0
arm_GB20,38034817,verum_acupuncture,0.9177933723839763,0.08350053538242556,1.2414529154523772,0.9936412454795331,-0.19166527059022384,2.6903687681329793,-0.6618185743034922,2.0,1.0,1.0,1.0,30.0,,0.0,1.0,1.0
arm_HT5_GB20,38034817,verum_acupuncture,0.9177933723839763,0.08350053538242556,1.2414529154523772,0.9936412454795331,-0.19166527059022384,2.6903687681329793,-0.6618185743034922,2.0,1.0,1.0,1.0,30.0,,0.0,1.0,1.0
arm_1min,38249582,verum_acupuncture,-0.041004624739861294,0.6138524612841191,1.2196489410718174,-1.642573776506985,1.5244021891785304,-0.37144650797327056,0.08535973175587684,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0
arm_2min,38249582,verum_acupuncture,0.0024187426923893605,0.6138524612841191,1.2221924653071878,-1.418587769105678,1.388376344997681,-0.4026560105720966,0.10083425388338384,2.0,1.0,0.0,2.0,6.0,1.0,1.0,1.0,1.0
arm_3min,38249582,verum_acupuncture,0.04584211012464001,0.6138524612841191,1.2247359895425582,-1.1946017617043714,1.2523505008168314,-0.43386551317092253,0.11630877601089083,2.0,1.0,0.0,2.0,9.0,1.0,1.0,1.0,1.0
arm_training_test,37584456,verum_acupuncture,0.37302260604208637,0.08350053538242556,1.1112557029996484,0.5787269103102679,-0.5393823102663432,0.12075001116869795,1.3744105658439763,2.0,1.0,0.0,1.0,,20.0,0.0,1.0,1.0
arm_validation,37584456,verum_acupuncture,0.37302260604208637,0.08350053538242556,1.1112557029996484,0.5787269103102679,-0.5393823102663432,0.12075001116869795,1.3744105658439763,2.0,1.0,0.0,1.0,,20.0,0.0,1.0,1.0
arm_REAL,37415858,verum_acupuncture,-0.1795473441649437,0.6138524612841191,0.6532088292840912,-1.1226107004543535,1.4150623396249924,-0.25330162310569054,-0.09233043346051929,2.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0
arm_PHNT,37415858,sham_acupuncture,-1.1475208103614158,0.6138524612841191,-2.175244236726805,0.4721058229419081,1.5240673627067123,-0.05766326576382634,0.7863758131990973,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
TATG,37383656,verum_acupuncture,0.6640469486643851,1.1442043871858125,1.811046250261975,1.3799710571028905,0.7659300481574403,-1.4923693146618784,-0.3850825681664297,3.0,1.0,0.0,2.0,30.0,10.0,2.0,1.0,1.0
SATG,37383656,sham_acupuncture,-0.06131155964824883,0.4715412097179774,-0.8098674208260236,1.8117194024459244,0.16884839467335305,-1.805176925321115,-1.638351189715952,1.0,1.0,0.0,0.0,30.0,10.0,2.0,1.0,0.0
arm_set1,37901421,sham_acupuncture,-0.6366187587966248,0.08350053538242556,-0.7812487137746182,-0.2129814901377069,0.4808127498040003,0.4380532239890087,0.8708712645650999,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0
arm_set2,37901421,verum_acupuncture,-0.6366187587966248,0.08350053538242556,-0.7812487137746182,-0.2129814901377069,0.4808127498040003,0.4380532239890087,0.8708712645650999,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0
arm_set3,37901421,verum_acupuncture,-0.6366187587966248,0.08350053538242556,-0.7812487137746182,-0.2129814901377069,0.4808127498040003,0.4380532239890087,0.8708712645650999,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0
arm_neiguan,35832324,verum_acupuncture,-0.033549866499092355,0.6138524612841191,0.7503700028983109,-0.6210625171067256,1.2360593742171886,-0.5469025327428257,0.3219443796975434,1.0,1.0,0.0,2.0,15.0,1.0,1.0,1.0,1.0
arm_nonacupoint,35832324,sham_acupuncture,-0.4264309518352589,-0.05881071618371599,-0.9116375979597116,-0.44044863135375617,0.12745659720898955,-0.7584741146535604,-1.280697360715256,1.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0
arm_nonacupoint,35832324,active_control,-0.4264309518352589,-0.05881071618371599,-0.9116375979597116,-0.44044863135375617,0.12745659720898955,-0.7584741146535604,-1.280697360715256,1.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0
arm_SA,37804240,sham_acupuncture,-0.0019172000231640674,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.0
arm_SA,37804240,verum_acupuncture,-0.0019172000231640674,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,1.0,,1.0,0.0,1.0,0.0
arm_VA,37804240,verum_acupuncture,-1.1475208103614158,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
arm_VA,37804240,other,-1.1475208103614158,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
arm_HT7,40642213,verum_acupuncture,-0.062047468091348354,-0.5891626420854096,0.30365285045683227,-2.0884631334560915,-0.536875086872669,-0.21628621808367912,-0.1853800263287494,1.0,1.0,0.0,2.0,6.0,,0.0,1.0,0.0
arm_ST36,40642213,verum_acupuncture,0.13743898569453208,-0.5891626420854096,0.7831058855718205,-2.214030363251124,-0.7926356486347251,-0.16566820370942803,-0.3600665857603879,2.0,1.0,0.0,2.0,6.0,,0.0,1.0,0.0
arm_KI4,40642213,verum_acupuncture,-0.062047468091348354,-0.5891626420854096,0.30365285045683227,-2.0884631334560915,-0.536875086872669,-0.21628621808367912,-0.1853800263287494,1.0,1.0,0.0,2.0,6.0,,0.0,1.0,0.0
arm_EA,41520025,verum_acupuncture,0.8918954269012915,0.6138524612841191,1.8578064924052118,1.3981849083611297,0.7305002815878543,1.7192119306585445,-0.9932171868473819,2.0,1.0,1.0,2.0,25.0,8.0,1.0,1.0,1.0
arm_ML,41520025,sham_acupuncture,-1.0093850923373764,0.6138524612841191,-2.0412248638970243,0.9378482168132679,1.3631977860219513,-0.15300388713152396,1.0275403874775308,0.0,0.0,0.0,0.0,,8.0,1.0,1.0,1.0
arm_real,39368604,verum_acupuncture,0.14488119211343586,0.6138524612841191,0.664230767637363,-0.1520046683820242,0.8256170148413116,-0.3885428010339364,-0.025274170907989026,2.0,1.0,0.0,1.0,20.0,,1.0,1.0,1.0
arm_sham,39368604,sham_acupuncture,-0.48982036666002493,-0.05881071618371599,-1.3868514260157492,0.05842861077678764,0.15650741866962975,-0.8611079666925213,-1.0802199310711058,0.0,1.0,0.0,0.0,20.0,,1.0,1.0,0.0
arm_sham,39368604,healthy_control,-0.48982036666002493,-0.05881071618371599,-1.3868514260157492,0.05842861077678764,0.15650741866962975,-0.8611079666925213,-1.0802199310711058,0.0,1.0,0.0,0.0,20.0,,1.0,1.0,0.0
arm_verum_acupuncture,40800108,verum_acupuncture,0.6201366922254232,0.08350053538242556,0.663143023899589,0.4683362869927331,0.3337821527002024,2.9541579984617474,-0.911723176114921,2.0,1.0,1.0,0.0,,,0.0,1.0,1.0
arm_pharmacotherapy,40800108,medication,-1.266230394872189,-0.5891626420854096,-2.6143308164621724,-0.32333677120353754,-0.6569446309256938,0.17932454109884227,0.32547497355532556,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
arm_VCI_patients,40800108,other,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
