pmid,contrast_id,contrast_category,brain_region,hemisphere,x,y,z,coordinate_space,statistic_type,statistic_value,cluster_size,direction,coordinate_source,x_mni,y_mni,z_mni,region_assigned
27857211,27857172_C6,deactivation,Superior medial frontal cortex,midline,-1.0,27.0,63.0,MNI,t,-3.47,12,Decreased ReHo after moxibustion,Table 5,-1.0,27.0,63.0,unassigned
27857211,27857172_C6,deactivation,Inferior temporal cortex,L,-41.0,3.0,-30.0,MNI,t,-3.73,7,Decreased ReHo after moxibustion,Table 5,-41.0,3.0,-30.0,unassigned
27857211,27857172_C6,deactivation,Middle temporal cortex,L,-55.0,10.0,-21.0,MNI,t,-3.3,14,Decreased ReHo after moxibustion,Table 5,-55.0,10.0,-21.0,Cort_Temporal Pole
27857211,27857172_C6,deactivation,Middle temporal cortex,R,57.0,-57.0,3.0,MNI,t,-3.67,17,Decreased ReHo after moxibustion,Table 5,57.0,-57.0,3.0,"Cort_Middle Temporal Gyrus, temporooccipital part"
27857211,27857172_C6,deactivation,Temporal pole,L,-45.0,3.0,-18.0,MNI,t,-3.43,9,Decreased ReHo after moxibustion,Table 5,-45.0,3.0,-18.0,Cort_Planum Polare
27857211,27857172_C6,deactivation,Lingual cortex,midline,1.0,-77.0,0.0,MNI,t,-3.25,12,Decreased ReHo after moxibustion,Table 5,1.0,-77.0,0.0,Cort_Lingual Gyrus
27857211,27857172_C6,deactivation,Caudate nucleus,R,7.0,13.0,9.0,MNI,t,-3.48,11,Decreased ReHo after moxibustion,Table 5,7.0,13.0,9.0,unassigned
28334999,nc_11_dti_CTS_vs_HC_FA,group_comparison,S1-hand area contralesional to the more affected CTS hand,contralesional,-34.2,-27.8,44.5,MNI,TFCE,not_reported,not_reported,CTS > HC (increased FA),text,-34.2,-27.8,44.5,unassigned
28334999,nc_11_dti_CTS_vs_HC_FA,group_comparison,S1-hand area ipsilesional to the more affected hand,ipsilesional,40.0,-22.0,45.7,MNI,TFCE,not_reported,not_reported,CTS > HC (increased FA),text,40.0,-22.0,45.7,Cort_Postcentral Gyrus
28334999,nc_11_dti_CTS_vs_HC_FA,group_comparison,S1-leg area ipsilesional to the more affected hand,ipsilesional,11.8,-38.2,60.9,MNI,TFCE,not_reported,not_reported,CTS > HC (increased FA),text,11.8,-38.2,60.9,Cort_Postcentral Gyrus
28334999,nc_11_dti_CTS_vs_HC_FA,group_comparison,S1-face area contralesional to the more affected hand,contralesional,-49.5,-16.7,35.7,MNI,TFCE,not_reported,not_reported,CTS > HC (increased FA),text,-49.5,-16.7,35.7,Cort_Postcentral Gyrus
28334999,nc_13_dti_FA_verum_contralesional_hand_NCS,correlation_clinical,contralesional S1-hand area,contralesional,-34.2,-27.8,44.5,MNI,r (Pearson),r = 0.37,not_reported,positive (greater FA decrease associated with greater median nerve latency improvement) following verum acupuncture,text,-34.2,-27.8,44.5,unassigned
28334999,nc_14_dti_FA_sham_contralesional_hand_NCS,correlation_clinical,contralesional S1-hand area,contralesional,-34.2,-27.8,44.5,MNI,r (Pearson),r = 0.26,not_reported,not significant,text,-34.2,-27.8,44.5,unassigned
28334999,nc_15_dti_FA_local_ipsilesional_hand_NCS,correlation_clinical,ipsilesional S1-hand area,ipsilesional,40.0,-22.0,45.7,MNI,r (Pearson),r = 0.46,not_reported,positive (greater FA decrease associated with greater nerve latency improvement) following local acupuncture only,text,40.0,-22.0,45.7,Cort_Postcentral Gyrus
28334999,nc_16_dti_FA_distal_ipsilesional_hand_NCS,correlation_clinical,ipsilesional S1-hand area,ipsilesional,40.0,-22.0,45.7,MNI,r (Pearson),r = 0.05,not_reported,not significant for distal acupuncture,text,40.0,-22.0,45.7,Cort_Postcentral Gyrus
28334999,nc_17_dti_FA_sham_ipsilesional_hand_NCS,correlation_clinical,ipsilesional S1-hand area,ipsilesional,40.0,-22.0,45.7,MNI,r (Pearson),r = -0.01,not_reported,not significant for sham acupuncture,text,40.0,-22.0,45.7,Cort_Postcentral Gyrus
28334999,nc_18_dti_FA_distal_ipsilesional_leg_NCS,correlation_clinical,ipsilesional S1-leg area,ipsilesional,11.8,-38.2,60.9,MNI,r (Pearson),r = 0.56,not_reported,positive (greater FA decrease associated with greater nerve latency improvement) following distal acupuncture only,text,11.8,-38.2,60.9,Cort_Postcentral Gyrus
28334999,nc_19_dti_FA_local_ipsilesional_leg_NCS,correlation_clinical,ipsilesional S1-leg area,ipsilesional,11.8,-38.2,60.9,MNI,r (Pearson),r = 0.09,not_reported,not significant for local acupuncture,text,11.8,-38.2,60.9,Cort_Postcentral Gyrus
28334999,nc_20_dti_FA_sham_ipsilesional_leg_NCS,correlation_clinical,ipsilesional S1-leg area,ipsilesional,11.8,-38.2,60.9,MNI,r (Pearson),r = 0.33,not_reported,not significant for sham acupuncture,text,11.8,-38.2,60.9,Cort_Postcentral Gyrus
28334999,16407533_C1,sham_post_gt_pre,Right anterior insula,R,46.0,20.0,-4.0,MNI,Z,3.21,30,activation,Table 3,46.0,20.0,-4.0,Cort_Frontal Opercular Cortex
28334999,16407533_C1,sham_post_gt_pre,Right inferior parietal lobule (40),R,60.0,-36.0,52.0,MNI,Z,4.19,240,activation,Table 3,60.0,-36.0,52.0,"Cort_Supramarginal Gyrus, posterior division"
28334999,16407533_C1,sham_post_gt_pre,Left superior frontal gyrus (6),L,-20.0,20.0,66.0,MNI,Z,3.57,47,activation,Table 3,-20.0,20.0,66.0,unassigned
28334999,16407533_C1,sham_post_gt_pre,Right inferior frontal gyrus/anterior insula (47),R,48.0,22.0,-2.0,MNI,Z,3.5,105,activation,Table 3,48.0,22.0,-2.0,Cort_Frontal Opercular Cortex
28334999,16407533_C1,sham_post_gt_pre,Left inferior parietal lobule (40),L,-56.0,-54.0,46.0,MNI,Z,3.38,164,activation,Table 3,-56.0,-54.0,46.0,Cort_Angular Gyrus
28334999,16407533_C1,sham_post_gt_pre,Left middle frontal gyrus (10),L,-46.0,50.0,12.0,MNI,Z,3.33,74,activation,Table 3,-46.0,50.0,12.0,Cort_Frontal Pole
28334999,16407533_C1,sham_post_gt_pre,Right middle frontal gyrus (10),R,40.0,58.0,2.0,MNI,Z,3.05,31,activation,Table 3,40.0,58.0,2.0,Cort_Frontal Pole
28334999,16407533_C1,sham_post_gt_pre,"Right middle frontal gyrus (46, 9)",R,52.0,38.0,26.0,MNI,Z,3.02,36,activation,Table 3,52.0,38.0,26.0,unassigned
28334999,16407533_C1,sham_post_gt_pre,Left inferior frontal gyrus (44),L,-54.0,12.0,28.0,MNI,Z,2.98,87,activation,Table 3,-54.0,12.0,28.0,"Cort_Inferior Frontal Gyrus, pars opercularis"
28334999,16407533_C1,sham_post_gt_pre,Bilateral rACC (32),midline,2.0,44.0,10.0,MNI,Z,2.96,33,activation,Table 3,2.0,44.0,10.0,"Cort_Cingulate Gyrus, anterior division"
28334999,16407533_C1,sham_post_gt_pre,Right inferior frontal gyrus (46),R,48.0,40.0,8.0,MNI,Z,2.86,27,activation,Table 3,48.0,40.0,8.0,Cort_Frontal Pole
28334999,16407533_C1,sham_post_gt_pre,Right supramarginal gyrus (40),R,60.0,-58.0,32.0,MNI,Z,2.81,29,activation,Table 3,60.0,-58.0,32.0,Cort_Angular Gyrus
28334999,16407533_C2,deactivation,Left M1 (4),L,-18.0,-18.0,60.0,MNI,Z,4.0,170,activation,Table 3,-18.0,-18.0,60.0,unassigned
28334999,16407533_C3,correlation_clinical,Left inferior frontal gyrus (47),L,-22.0,12.0,-20.0,MNI,Z,3.69,52,deactivation,Table 4,-22.0,12.0,-20.0,Cort_Frontal Orbital Cortex
28334999,16407533_C3,correlation_clinical,Right inferior frontal gyrus (44),R,28.0,48.0,2.0,MNI,Z,3.15,20,deactivation,Table 4,28.0,48.0,2.0,unassigned
28334999,16407533_C3,correlation_clinical,Left inferior frontal cortex (46),L,-48.0,40.0,6.0,MNI,Z,3.06,41,deactivation,Table 4,-48.0,40.0,6.0,Cort_Frontal Pole
28334999,16407533_C3,correlation_clinical,Right middle frontal gyrus (6),R,26.0,0.0,48.0,MNI,Z,3.01,21,deactivation,Table 4,26.0,0.0,48.0,unassigned
28334999,16407533_C3,correlation_clinical,Bilateral rACC (24),R,10.0,36.0,-2.0,MNI,Z,2.82,22,deactivation,Table 4,10.0,36.0,-2.0,unassigned
28334999,16407533_C3,correlation_clinical,Right fusiform gyrus (37),L,-50.0,-48.0,-20.0,MNI,Z,2.83,27,deactivation,Table 4,-50.0,-48.0,-20.0,"Cort_Inferior Temporal Gyrus, temporooccipital part"
28334999,16407533_C3,correlation_clinical,Right parahippocampus,R,12.0,-32.0,-4.0,MNI,Z,3.49,40,deactivation,Table 4,12.0,-32.0,-4.0,unassigned
28334999,16407533_C3,correlation_clinical,Left cerebellum,L,-32.0,-72.0,30.0,MNI,Z,3.38,25,deactivation,Table 4,-32.0,-72.0,30.0,"Cort_Lateral Occipital Cortex, superior division"
28334999,16407533_C3,correlation_clinical,Right cerebellum,R,36.0,-60.0,-44.0,MNI,Z,2.88,26,deactivation,Table 4,36.0,-60.0,-44.0,unassigned
28334999,16407533_C3,correlation_clinical,Right pons,R,10.0,-32.0,-26.0,MNI,Z,3.7,64,deactivation,Table 4,10.0,-32.0,-26.0,Sub_Brain-Stem
28334999,16407533_C4,sham_post_gt_pre,Right thalamus,midline,2.0,-14.0,8.0,MNI,Z,3.54,34,activation,Table 5,2.0,-14.0,8.0,Sub_Right Thalamus
28334999,16407533_C4,sham_post_gt_pre,Right anterior insula,R,46.0,20.0,-4.0,MNI,Z,3.43,47,activation,Table 5,46.0,20.0,-4.0,Cort_Frontal Opercular Cortex
28334999,16407533_C4,sham_post_gt_pre,"Left SII (2, 40)",L,-62.0,-26.0,24.0,MNI,Z,3.28,83,activation,Table 5,-62.0,-26.0,24.0,"Cort_Supramarginal Gyrus, anterior division"
28334999,16407533_C4,sham_post_gt_pre,Left thalamus,L,-4.0,-12.0,8.0,MNI,Z,3.21,33,activation,Table 5,-4.0,-12.0,8.0,Sub_Left Thalamus
28334999,16407533_C4,sham_post_gt_pre,Left pons,L,-8.0,-32.0,-36.0,MNI,Z,3.12,29,activation,Table 5,-8.0,-32.0,-36.0,Sub_Brain-Stem
28334999,16407533_C4,sham_post_gt_pre,Right inferior frontal gyrus (47)/insula,R,56.0,28.0,2.0,MNI,Z,4.36,1717,activation,Table 5,56.0,28.0,2.0,"Cort_Inferior Frontal Gyrus, pars triangularis"
28334999,16407533_C4,sham_post_gt_pre,Right inferior parietal cortex (40),R,56.0,-50.0,32.0,MNI,Z,4.28,766,activation,Table 5,56.0,-50.0,32.0,Cort_Angular Gyrus
28334999,16407533_C4,sham_post_gt_pre,Posterior cingulate (31),R,8.0,-34.0,34.0,MNI,Z,4.22,801,activation,Table 5,8.0,-34.0,34.0,"Cort_Cingulate Gyrus, posterior division"
28334999,16407533_C4,sham_post_gt_pre,Bilateral rACC,R,4.0,44.0,8.0,MNI,Z,4.03,578,activation,Table 5,4.0,44.0,8.0,"Cort_Cingulate Gyrus, anterior division"
28334999,16407533_C4,sham_post_gt_pre,Right inferior parietal cortex (40),R,62.0,-30.0,50.0,MNI,Z,4.0,263,activation,Table 5,62.0,-30.0,50.0,"Cort_Supramarginal Gyrus, anterior division"
28334999,16407533_C4,sham_post_gt_pre,Left inferior parietal cortex (40),L,-56.0,-54.0,46.0,MNI,Z,3.94,574,activation,Table 5,-56.0,-54.0,46.0,Cort_Angular Gyrus
28334999,16407533_C4,sham_post_gt_pre,"Left middle/inferior frontal gyrus (10, 46)",L,-50.0,44.0,12.0,MNI,Z,3.6,91,activation,Table 5,-50.0,44.0,12.0,Cort_Frontal Pole
28334999,16407533_C4,sham_post_gt_pre,Right superior frontal gyrus (8),R,18.0,32.0,50.0,MNI,Z,3.52,264,activation,Table 5,18.0,32.0,50.0,Cort_Superior Frontal Gyrus
28334999,16407533_C4,sham_post_gt_pre,Right superior frontal gyrus (10),R,4.0,68.0,16.0,MNI,Z,3.39,95,activation,Table 5,4.0,68.0,16.0,Cort_Frontal Pole
28334999,16407533_C4,sham_post_gt_pre,Left inferior frontal gyrus (44),L,-46.0,6.0,26.0,MNI,Z,3.05,23,activation,Table 5,-46.0,6.0,26.0,"Cort_Inferior Frontal Gyrus, pars opercularis"
28334999,16407533_C4,sham_post_gt_pre,Left inferior frontal gyrus (47),L,-50.0,20.0,-6.0,MNI,Z,3.04,50,activation,Table 5,-50.0,20.0,-6.0,unassigned
28443010,contrast_task_activation_all,other,right precentral gyrus,right,39.0,-33.0,63.0,MNI,not_reported,not_reported,not_reported,most significant active point during left hand movement; used as seed for FC analysis,text,39.0,-33.0,63.0,Cort_Postcentral Gyrus
28443010,contrast_fc_stroke_vs_healthy_baseline,group_comparison,left M1,left,-3.0,-33.0,54.0,MNI,t score,-7.0946,not_reported,decreased (stroke < healthy),text,-3.0,-33.0,54.0,Cort_Precentral Gyrus
28443010,contrast_fc_stroke_post_vs_pre_acup,verum_post_gt_pre,left M1,left,-27.0,-6.0,60.0,MNI,t score,3.2028,not_reported,increased (post-acupuncture > baseline),text,-27.0,-6.0,60.0,Cort_Superior Frontal Gyrus
28443010,28400727_C2,verum_post_gt_pre,left M1,L,-27.0,-6.0,60.0,MNI,t,3.2028,not_reported,increased after acupuncture in stroke patients,text p.3,-27.0,-6.0,60.0,Cort_Superior Frontal Gyrus
28443010,28400727_C3,other,right precentral gyrus,R,39.0,-33.0,63.0,MNI,NR,not_reported,not_reported,activation during left hand motor task,text p.3,39.0,-33.0,63.0,Cort_Postcentral Gyrus
28480365,contrast_01,verum_post_gt_pre,Superior Frontal Gyrus,R,18.0,42.0,-18.0,MNI,Peak intensity (t-value),-4.3844,275,negative (deactivation),table,18.0,42.0,-18.0,Cort_Frontal Pole
28480365,contrast_01,verum_post_gt_pre,Limbic Lobe Cingulate Gyrus,R,6.0,21.0,33.0,MNI,Peak intensity (t-value),-4.0361,124,negative (deactivation),table,6.0,21.0,33.0,"Cort_Cingulate Gyrus, anterior division"
28480365,contrast_01,verum_post_gt_pre,Inferior Temporal Gyrus,L,-51.0,-39.0,-21.0,MNI,Peak intensity (t-value),-5.7516,1278,negative (deactivation),table,-51.0,-39.0,-21.0,"Cort_Inferior Temporal Gyrus, posterior division"
28480365,contrast_01,verum_post_gt_pre,Inferior Parietal Lobule,L,-42.0,-39.0,27.0,MNI,Peak intensity (t-value),-3.7757,99,negative (deactivation),table,-42.0,-39.0,27.0,unassigned
28480365,contrast_02,verum_gt_sham,Sub-lobar Insula,R,42.0,-21.0,18.0,MNI,Peak intensity (t-value),-3.3825,146,negative (deactivation),table,42.0,-21.0,18.0,Cort_Parietal Opercular Cortex
28480365,contrast_02,verum_gt_sham,Middle Frontal Gyrus,L,-21.0,36.0,42.0,MNI,Peak intensity (t-value),-3.9104,95,negative (deactivation),table,-21.0,36.0,42.0,Cort_Superior Frontal Gyrus
28480365,contrast_02,verum_gt_sham,Medial Frontal Gyrus,L,-15.0,51.0,6.0,MNI,Peak intensity (t-value),-3.2984,110,negative (deactivation),table,-15.0,51.0,6.0,Cort_Paracingulate Gyrus
28480365,contrast_03,verum_gt_sham,Occipital Lobe Cuneus,R,18.0,-84.0,3.0,MNI,Peak intensity (t-value),3.5757,95,positive (activation),table,18.0,-84.0,3.0,unassigned
28480365,contrast_03,verum_gt_sham,Occipital Lobe Sub-Gyral,R,30.0,-90.0,-6.0,MNI,Peak intensity (t-value),4.3823,139,positive (activation),table,30.0,-90.0,-6.0,"Cort_Lateral Occipital Cortex, inferior division"
28480365,contrast_03,verum_gt_sham,Parietal Lobe Precuneus,R,18.0,-54.0,42.0,MNI,Peak intensity (t-value),4.6498,110,positive (activation),table,18.0,-54.0,42.0,unassigned
28480365,contrast_03,verum_gt_sham,Cerebellum Anterior Lobe Culmen,L,-3.0,-57.0,-24.0,MNI,Peak intensity (t-value),4.3066,1443,positive (activation),table,-3.0,-57.0,-24.0,unassigned
28480365,contrast_04_ALFF,other,right cerebrum temporal lobe,R,36.0,-45.0,9.0,MNI,not_reported,highest peak score,not_reported,not_reported,text,36.0,-45.0,9.0,unassigned
28480365,18684074_C1,verum_gt_sham,Primary somatosensory area,R,30.0,-14.0,60.0,TAL,Z,2.54,not_reported,activation,Table 1,32.076,-10.8032,55.813,Cort_Precentral Gyrus
28480365,18684074_C1,verum_gt_sham,Primary somatosensory area,L,-32.0,-34.0,59.0,TAL,Z,2.45,not_reported,activation,Table 1,-29.3436,-30.2252,55.8641,Cort_Postcentral Gyrus
28480365,18684074_C1,verum_gt_sham,Middle frontal gyrus,R,14.0,-65.0,10.0,TAL,Z,3.04,not_reported,activation,Table 1,14.256,-62.512,12.3415,Cort_Intracalcarine Cortex
28480365,18684074_C1,verum_gt_sham,Superior parietal lobe,R,14.0,-50.0,47.0,TAL,Z,3.16,not_reported,activation,Table 1,15.7212,-46.278,45.6133,unassigned
28480365,18684074_C1,verum_gt_sham,Middle temporal gyrus,R,61.0,-16.0,-14.0,TAL,Z,2.78,not_reported,activation,Table 1,59.8356,-16.1448,-12.088600000000001,"Cort_Middle Temporal Gyrus, posterior division"
28480365,18684074_C1,verum_gt_sham,Middle occipital gyrus,L,-18.0,-62.0,24.0,TAL,Z,3.09,not_reported,activation,Table 1,-16.8696,-58.9616,25.060600000000004,unassigned
28480365,18684074_C1,verum_gt_sham,rACC,R,6.0,-15.0,41.0,TAL,Z,2.81,not_reported,activation,Table 1,7.563599999999999,-12.646,38.4024,unassigned
28480365,18684074_C1,verum_gt_sham,Lentiform nucleus,R,28.0,-18.0,-1.0,TAL,Z,3.42,not_reported,activation,Table 1,27.6804,-17.4844,-0.04590000000000005,unassigned
28480365,18684074_C1,verum_gt_sham,Thalamus,R,20.0,-11.0,12.0,TAL,Z,2.41,not_reported,activation,Table 1,20.2752,-10.104800000000001,11.560300000000002,unassigned
28480365,18684074_C1,verum_gt_sham,Thalamus,L,-18.0,-19.0,3.0,TAL,Z,2.39,not_reported,activation,Table 1,-17.7012,-18.269199999999998,3.6782000000000004,Sub_Left Thalamus
28480365,18684074_C1,verum_gt_sham,Insula,R,32.0,-19.0,14.0,TAL,Z,2.65,not_reported,activation,Table 1,32.2344,-17.7632,13.786100000000001,unassigned
28480365,18684074_C1,verum_gt_sham,Cerebellum,R,42.0,-56.0,-38.0,TAL,Z,2.46,not_reported,activation,Table 1,40.075199999999995,-56.0008,-32.2022,unassigned
28480365,18684074_C1,verum_gt_sham,Cerebellum,L,-8.0,-64.0,-5.0,TAL,Z,2.88,not_reported,activation,Table 1,-8.118,-62.2332,-1.4905,Cort_Lingual Gyrus
28480365,18684074_C2,verum_gt_sham,Primary somatosensory area,R,24.0,-18.0,58.0,TAL,Z,2.83,not_reported,activation,Table 1,26.0568,-14.770400000000002,54.169200000000004,Cort_Precentral Gyrus
28480365,18684074_C2,verum_gt_sham,Primary somatosensory area,L,-34.0,-28.0,60.0,TAL,Z,2.8,not_reported,activation,Table 1,-31.283999999999995,-24.3664,56.492,Cort_Precentral Gyrus
28480365,18684074_C2,verum_gt_sham,Superior frontal gyrus,R,44.0,-38.0,31.0,TAL,Z,3.62,not_reported,activation,Table 1,44.787600000000005,-35.3884,30.3289,unassigned
28480365,18684074_C2,verum_gt_sham,DLPFC,R,36.0,-39.0,9.0,TAL,Z,2.53,not_reported,activation,Table 1,35.9964,-37.3692,10.161600000000002,unassigned
28480365,18684074_C2,verum_gt_sham,Superior parietal lobe,R,12.0,-52.0,52.0,TAL,Z,3.65,not_reported,activation,Table 1,13.9392,-47.9856,50.3048,Cort_Precuneous Cortex
28480365,18684074_C2,verum_gt_sham,Middle occipital gyrus,R,46.0,-66.0,-3.0,TAL,Z,3.01,not_reported,activation,Table 1,45.4212,-64.0788,0.4442999999999997,"Cort_Lateral Occipital Cortex, inferior division"
28480365,18684074_C2,verum_gt_sham,Lingual gyrus,R,26.0,-62.0,-5.0,TAL,Z,2.54,not_reported,activation,Table 1,25.541999999999998,-60.29559999999999,-1.5875,Cort_Lingual Gyrus
28480365,18684074_C2,verum_gt_sham,Lingual gyrus,L,-12.0,-66.0,5.0,TAL,Z,2.55,not_reported,activation,Table 1,-11.681999999999999,-63.710800000000006,7.7955000000000005,Cort_Intracalcarine Cortex
28480365,18684074_C2,verum_gt_sham,Cerebellum,R,46.0,-56.0,-24.0,TAL,Z,2.47,not_reported,activation,Table 1,44.5896,-55.3568,-19.337600000000002,Cort_Temporal Occipital Fusiform Cortex
28480365,18684074_C2,verum_gt_sham,Cerebellum,L,-38.0,-83.0,-19.0,TAL,Z,3.94,not_reported,activation,Table 1,-38.3724,-81.28439999999999,-13.433599999999998,"Cort_Lateral Occipital Cortex, inferior division"
28480365,18684074_C3,verum_gt_sham,Primary somatosensory area,R,14.0,-16.0,67.0,TAL,Z,3.11,not_reported,activation,Table 2,16.513199999999998,-12.418800000000001,62.34230000000001,unassigned
28480365,18684074_C3,verum_gt_sham,Primary somatosensory area,L,-10.0,-17.0,58.0,TAL,Z,3.29,not_reported,activation,Table 2,-7.6032,-13.8016,54.12070000000001,unassigned
28480365,18684074_C3,verum_gt_sham,Middle frontal gyrus,R,14.0,54.0,1.0,TAL,Z,2.6,not_reported,activation,Table 2,13.8996,52.3612,-1.7001000000000002,unassigned
28480365,18684074_C3,verum_gt_sham,Superior parietal lobe,R,12.0,-54.0,47.0,TAL,Z,2.94,not_reported,activation,Table 2,13.7412,-50.1532,45.807300000000005,Cort_Precuneous Cortex
28480365,18684074_C3,verum_gt_sham,Middle occipital gyrus,L,-30.0,-93.0,1.0,TAL,Z,2.52,not_reported,activation,Table 2,-29.6604,-90.05239999999999,5.4294,unassigned
28480365,18684074_C3,verum_gt_sham,Occipital lobe,R,44.0,-63.0,-7.0,TAL,Z,2.54,not_reported,activation,Table 2,43.2828,-61.3564,-3.3768000000000007,"Cort_Lateral Occipital Cortex, inferior division"
28480365,18684074_C3,verum_gt_sham,Occipital lobe,L,-32.0,-55.0,-9.0,TAL,Z,3.76,not_reported,activation,Table 2,-32.0364,-53.698,-5.602600000000001,Cort_Temporal Occipital Fusiform Cortex
28480365,18684074_C3,verum_gt_sham,Occipital pole,L,-12.0,-97.0,3.0,TAL,Z,3.25,not_reported,activation,Table 2,-11.761199999999999,-93.8356,7.461200000000001,Cort_Occipital Pole
28480365,18684074_C3,verum_gt_sham,rACC,R,4.0,21.0,-3.0,TAL,Z,2.92,not_reported,activation,Table 2,3.8411999999999997,20.206799999999998,-3.7752000000000003,Cort_Subcallosal Cortex
28480365,18684074_C3,verum_gt_sham,Cerebellum,R,46.0,-67.0,-29.0,TAL,Z,2.89,not_reported,activation,Table 2,44.3916,-66.2436,-23.398600000000002,unassigned
28480365,18684074_C4,verum_gt_sham,Primary somatosensory area,R,30.0,-13.0,56.0,TAL,Z,3.25,not_reported,activation,Table 2,31.9176,-10.0184,52.0889,Cort_Precentral Gyrus
28480365,18684074_C4,verum_gt_sham,Primary somatosensory area,L,-20.0,-36.0,64.0,TAL,Z,2.56,not_reported,activation,Table 2,-17.2656,-31.932800000000004,60.555600000000005,Cort_Precentral Gyrus
28480365,18684074_C4,verum_gt_sham,Postcentral gyrus (S II),R,53.0,-26.0,18.0,TAL,Z,2.92,not_reported,activation,Table 2,53.1828,-24.3608,17.8012,Cort_Parietal Opercular Cortex
28480365,18684074_C4,verum_gt_sham,Middle frontal gyrus,R,6.0,64.0,-3.0,TAL,Z,3.34,not_reported,activation,Table 2,5.821199999999999,61.8652,-5.8607000000000005,Cort_Frontal Pole
28480365,18684074_C4,verum_gt_sham,Inferior frontal gyrus,R,30.0,11.0,-11.0,TAL,Z,2.69,not_reported,activation,Table 2,29.2644,10.1508,-10.6414,unassigned
28480365,18684074_C4,verum_gt_sham,cACC,R,8.0,-12.0,34.0,TAL,Z,2.68,not_reported,activation,Table 2,9.2664,-10.0616,31.824600000000004,unassigned
28480365,18684074_C4,verum_gt_sham,Thalamus,R,8.0,-10.0,4.0,TAL,Z,2.51,not_reported,activation,Table 2,8.0784,-9.504000000000001,4.1606000000000005,Sub_Right Thalamus
28480365,18684074_C4,verum_gt_sham,Cerebellum,R,46.0,-59.0,-17.0,TAL,Z,2.69,not_reported,activation,Table 2,44.8668,-57.941199999999995,-12.759800000000002,unassigned
28480365,18684074_C4,verum_gt_sham,Cerebellum,L,-12.0,-78.0,-38.0,TAL,Z,2.91,not_reported,activation,Table 2,-13.384799999999998,-77.3144,-31.135199999999998,unassigned
29343693,con_real_activation,verum_gt_rest,Superior Temporal Gyrus,L,-60.0,-28.0,16.0,MNI space,Peak (z-score),6.91,43523,activation,table,-60.0,-28.0,16.0,Cort_Parietal Opercular Cortex
29343693,con_real_activation,verum_gt_rest,Parietal Operculum/SII,R,58.0,-18.0,16.0,MNI space,Peak (z-score),6.81,43523,activation,table,58.0,-18.0,16.0,Cort_Central Opercular Cortex
29343693,con_real_activation,verum_gt_rest,Postcentral Gyrus (SI),R,24.0,-40.0,66.0,MNI space,Peak (z-score),6.62,43523,activation,table,24.0,-40.0,66.0,Cort_Postcentral Gyrus
29343693,con_real_activation,verum_gt_rest,Superior Temporal Gyrus,L,-60.0,6.0,-2.0,MNI space,Peak (z-score),6.58,43523,activation,table,-60.0,6.0,-2.0,Cort_Temporal Pole
29343693,con_real_activation,verum_gt_rest,Middle Temporal Gyrus,R,50.0,-64.0,6.0,MNI space,Peak (z-score),6.41,43523,activation,table,50.0,-64.0,6.0,"Cort_Lateral Occipital Cortex, inferior division"
29343693,con_real_activation,verum_gt_rest,Middle Occipital Gyrus,L,-56.0,-70.0,4.0,MNI space,Peak (z-score),6.33,43523,activation,table,-56.0,-70.0,4.0,"Cort_Lateral Occipital Cortex, inferior division"
29343693,con_real_activation,verum_gt_rest,Postcentral Gyrus (SI),L,-22.0,-40.0,70.0,MNI space,Peak (z-score),6.26,43523,activation,table,-22.0,-40.0,70.0,Cort_Postcentral Gyrus
29343693,con_real_activation,verum_gt_rest,Superior Temporal Gyrus,R,58.0,2.0,4.0,MNI space,Peak (z-score),6.01,43523,activation,table,58.0,2.0,4.0,Cort_Central Opercular Cortex
29343693,con_real_activation,verum_gt_rest,Medial Frontal Gyrus (SMA),R,0.0,2.0,48.0,MNI space,Peak (z-score),6.00,43523,activation,table,0.0,2.0,48.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
29343693,con_real_activation,verum_gt_rest,Superior Frontal gyrus (SMA),R,0.0,-4.0,64.0,MNI space,Peak (z-score),5.96,43523,activation,table,0.0,-4.0,64.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
29343693,con_real_activation,verum_gt_rest,Precentral Gyrus (MI),L,-48.0,0.0,54.0,MNI space,Peak (z-score),5.77,43523,activation,table,-48.0,0.0,54.0,Cort_Precentral Gyrus
29343693,con_real_activation,verum_gt_rest,Cingulate Gyrus (ACC),L,-4.0,3.0,42.0,MNI space,Peak (z-score),5.75,43523,activation,table,-4.0,3.0,42.0,"Cort_Cingulate Gyrus, anterior division"
29343693,con_real_activation,verum_gt_rest,Cingulate Gyrus (ACC),R,4.0,12.0,40.0,MNI space,Peak (z-score),5.63,43523,activation,table,4.0,12.0,40.0,"Cort_Cingulate Gyrus, anterior division"
29343693,con_real_activation,verum_gt_rest,Middle Frontal Gyrus (PMC),R,42.0,0.0,56.0,MNI space,Peak (z-score),5.53,43523,activation,table,42.0,0.0,56.0,Cort_Middle Frontal Gyrus
29343693,con_real_activation,verum_gt_rest,"Insula (a,m,pIns)",L,-41.0,-18.0,8.0,MNI space,Peak (z-score),5.48,43523,activation,table,-41.0,-18.0,8.0,Cort_Heschl's Gyrus (includes H1 and H2)
