pmid,contrast_id,contrast_category,brain_region,hemisphere,x,y,z,coordinate_space,statistic_type,statistic_value,cluster_size,direction,coordinate_source
29563830,c2_contra_within,verum_post_gt_pre,Anterior cingulate gyrus,"L,R",-6.0,24.0,48.0,MNI,t,4.9075,250,Post > Pre (increased),table
29563830,c2_contra_within,verum_post_gt_pre,Inferior frontal gyrus,R,42.0,9.0,39.0,MNI,t,4.3645,93,Post > Pre (increased),table
29563830,c2_contra_within,verum_post_gt_pre,Supplementary motor area,R,9.0,-6.0,69.0,MNI,t,-5.4010,248,Pre > Post (decreased),table
29563830,c2_contra_within,verum_post_gt_pre,Superior parietal lobule,L,-15.0,-42.0,72.0,MNI,t,-5.2592,209,Pre > Post (decreased),table
29563830,c2_contra_within,verum_post_gt_pre,Postcentral gyrus,R,45.0,-39.0,60.0,MNI,t,-4.6164,119,Pre > Post (decreased),table
29563830,c3_ipsi_within,verum_post_gt_pre,Middle frontal gyrus,L,-48.0,30.0,24.0,MNI,t,4.8663,158,Post > Pre (increased),table
29563830,c3_ipsi_within,verum_post_gt_pre,Limbic lobe,R,6.0,24.0,12.0,MNI,t,-6.4421,278,Pre > Post (decreased),table
29563830,c3_ipsi_within,verum_post_gt_pre,Thalamus,R,12.0,-24.0,-3.0,MNI,t,-6.7245,194,Pre > Post (decreased),table
29563830,c3_ipsi_within,verum_post_gt_pre,Brainstem,"L,R",-9.0,-27.0,-39.0,MNI,t,-5.1631,92,Pre > Post (decreased),table
29563830,29503583_C1,verum_post_gt_pre,Inferior parietal lobule,R,51.0,-42.0,21.0,MNI,t,5.3138,378,Post > Pre (increase),Table 2
29563830,29503583_C1,verum_post_gt_pre,Anterior cingulate gyrus,L,-6.0,24.0,48.0,MNI,t,4.9075,250,Post > Pre (increase),Table 2
29563830,29503583_C1,verum_post_gt_pre,Inferior frontal gyrus,R,42.0,9.0,39.0,MNI,t,4.3645,93,Post > Pre (increase),Table 2
29563830,29503583_C2,deactivation,Supplementary motor area,R,9.0,-6.0,69.0,MNI,t,-5.401,248,Pre > Post (decrease),Table 2
29563830,29503583_C2,deactivation,Superior parietal lobule,L,-15.0,-42.0,72.0,MNI,t,-5.2592,209,Pre > Post (decrease),Table 2
29563830,29503583_C2,deactivation,Postcentral gyrus,R,45.0,-39.0,60.0,MNI,t,-4.6164,119,Pre > Post (decrease),Table 2
29563830,29503583_C3,verum_post_gt_pre,Middle frontal gyrus,L,-48.0,30.0,24.0,MNI,t,4.8663,158,Post > Pre (increase),Table 2
29563830,29503583_C4,deactivation,Limbic lobe,R,6.0,24.0,12.0,MNI,t,-6.4421,278,Pre > Post (decrease),Table 2
29563830,29503583_C4,deactivation,Thalamus,R,12.0,-24.0,-3.0,MNI,t,-6.7245,194,Pre > Post (decrease),Table 2
29563830,29503583_C4,deactivation,Brainstem,L,-9.0,-27.0,-39.0,MNI,t,-5.1631,92,Pre > Post (decrease),Table 2
29563830,29503583_C5,group_comparison,"bilateral Anterior Cingulate Cortex (ACC, extended to Thalamus, callosum, Supper and Medial Frontal Gyrus)",L,-9.0,33.0,18.0,MNI,t,4.8894,793,contra > ipsi,Figure 3 caption
29563830,29535542_C5,group_comparison,"Anterior Cingulate Cortex (ACC, extended to Thalamus, callosum, Supper and Medial Frontal Gyrus)",L,-9.0,33.0,18.0,MNI,t,4.8894,793,contra-group > ipsi-group,Figure 3 caption
29763448,con_01_ALFF_ADvsHC_baseline,group_comparison,"SFG_R (superior frontal gyrus, right)",right,24.0,0.0,72.0,MNI,Maximum Z,-5.41,26,decreased ALFF in AD vs HC,table
29763448,con_01_ALFF_ADvsHC_baseline,group_comparison,Postcentral_L (left postcentral gyrus),left,-15.0,-30.0,78.0,MNI,Maximum Z,-4.93,34,decreased ALFF in AD vs HC,table
29763448,con_02_ALFF_ADvsHC_increased,group_comparison,SCC (subgenual cingulate cortex),not_reported,3.0,12.0,-9.0,MNI,Maximum Z,4.98,19,increased ALFF in AD vs HC,table
29763448,con_02_ALFF_ADvsHC_increased,group_comparison,MCC_R (right middle cingulate cortex),right,27.0,-30.0,39.0,MNI,Maximum Z,5.23,22,increased ALFF in AD vs HC,table
29763448,con_02_ALFF_ADvsHC_increased,group_comparison,IFG_R (right inferior frontal gyrus),right,39.0,21.0,15.0,MNI,Maximum Z,5.53,19,increased ALFF in AD vs HC,table
29763448,con_02_ALFF_ADvsHC_increased,group_comparison,Hippocampus_R (right hippocampus),right,27.0,-12.0,-6.0,MNI,Maximum Z,4.87,31,increased ALFF in AD vs HC,table
29763448,con_02_ALFF_ADvsHC_increased,group_comparison,ITG_R (right inferior temporal gyrus),right,51.0,-36.0,-15.0,MNI,Maximum Z,4.71,25,increased ALFF in AD vs HC,table
29763448,con_06_FC_hippo_precentral_post_vs_pre_AD,verum_post_gt_pre,L.Precentral (left precentral gyrus),left,-33.0,-12.0,45.0,MNI,Maximum Z,6.12,22,increased connectivity (right hippocampus seed → left precentral gyrus) after acupuncture,table
29763448,19014532_C1,deactivation,Amygdala,R,21.0,-4.0,-13.0,TAL,t,-6.33,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Amygdala,L,-24.0,-6.0,-12.0,TAL,t,-6.18,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Hippocampus,R,30.0,-19.0,-10.0,TAL,t,-5.01,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Hippocampus,L,-22.0,-18.0,-21.0,TAL,t,-5.32,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Hypothalamus,R,3.0,-1.0,9.0,TAL,t,-6.15,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Hypothalamus,midline,-1.0,-4.0,16.0,TAL,t,-7.38,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,ACS (Anterior cingulate-subgenual),R,5.0,29.0,-5.0,TAL,t,-6.21,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,ACS (Anterior cingulate-subgenual),midline,-2.0,27.0,-3.0,TAL,t,-6.39,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,ACP (Anterior cingulate-pregenual),midline,2.0,29.0,4.0,TAL,t,-5.36,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,ACP (Anterior cingulate-pregenual),L,-5.0,31.0,3.0,TAL,t,-5.02,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,PMC (Posterior middle cingulated),midline,2.0,-18.0,31.0,TAL,t,-4.08,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,PMC (Posterior middle cingulated),L,-9.0,-15.0,35.0,TAL,t,-4.38,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Posterior cingulate,R,5.0,-38.0,31.0,TAL,t,5.01,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Posterior cingulate,L,-3.0,-31.0,30.0,TAL,t,5.12,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Anterior insula,R,40.0,10.0,9.0,TAL,t,4.92,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Thalamus,R,18.0,-26.0,6.0,TAL,t,6.98,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,Thalamus,L,-13.0,-33.0,4.0,TAL,t,6.32,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,SII,R,62.0,-7.0,21.0,TAL,t,5.81,not_reported,deactivation,Table 1
29763448,19014532_C1,deactivation,SII,L,-60.0,-3.0,28.0,TAL,t,5.62,not_reported,deactivation,Table 1
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Right S1,right,42.0,-33.0,66.0,MNI,T-Value,5.92,59,increased,table
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Left insula,left,-39.0,0.0,-3.0,MNI,T-Value,4.78,54,increased,table
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Right insula,right,39.0,18.0,-9.0,MNI,T-Value,3.95,43,increased,table
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Left thalamus,left,-3.0,-9.0,0.0,MNI,T-Value,4.13,39,increased,table
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Right thalamus,right,12.0,-12.0,3.0,MNI,T-Value,4.74,88,increased,table
29904344,contrast_post_gt_pre_reho_increased,verum_post_gt_pre,Left putamen,left,-24.0,18.0,0.0,MNI,T-Value,3.82,47,increased,table
29904344,contrast_post_lt_pre_reho_decreased,deactivation,Left middle frontal cortex,left,-21.0,9.0,57.0,MNI,T-Value,-3.89,64,decreased,table
29904344,contrast_post_lt_pre_reho_decreased,deactivation,Right inferior frontal cortex,right,39.0,6.0,33.0,MNI,T-Value,-5.16,53,decreased,table
29904344,contrast_post_lt_pre_reho_decreased,deactivation,Left precuneus,left,-9.0,-69.0,57.0,MNI,T-Value,-5.89,126,decreased,table
29904344,contrast_post_lt_pre_reho_decreased,deactivation,Right precuneus,right,12.0,-72.0,48.0,MNI,T-Value,-4.66,112,decreased,table
29904344,29910726_C1,verum_post_gt_pre,Right S1,R,42.0,-33.0,66.0,MNI,t,5.92,59,increased ReHo,Table 2
29904344,29910726_C1,verum_post_gt_pre,Left insula,L,-39.0,0.0,-3.0,MNI,t,4.78,54,increased ReHo,Table 2
29904344,29910726_C1,verum_post_gt_pre,Right insula,R,39.0,18.0,-9.0,MNI,t,3.95,43,increased ReHo,Table 2
29904344,29910726_C1,verum_post_gt_pre,Left thalamus,L,-3.0,-9.0,0.0,MNI,t,4.13,39,increased ReHo,Table 2
29904344,29910726_C1,verum_post_gt_pre,Right thalamus,R,12.0,-12.0,3.0,MNI,t,4.74,88,increased ReHo,Table 2
29904344,29910726_C1,verum_post_gt_pre,Left putamen,L,-24.0,18.0,0.0,MNI,t,3.82,47,increased ReHo,Table 2
29904344,29910726_C2,deactivation,Left middle frontal cortex,L,-21.0,9.0,57.0,MNI,t,-3.89,64,decreased ReHo,Table 2
29904344,29910726_C2,deactivation,Right inferior frontal cortex,R,39.0,6.0,33.0,MNI,t,-5.16,53,decreased ReHo,Table 2
29904344,29910726_C2,deactivation,Left precuneus,L,-9.0,-69.0,57.0,MNI,t,-5.89,126,decreased ReHo,Table 2
29904344,29910726_C2,deactivation,Right precuneus,R,12.0,-72.0,48.0,MNI,t,-4.66,112,decreased ReHo,Table 2
29951105,nc_A_post_gt_pre_increase,verum_post_gt_pre,frontal lobe,L,15.0,-10.0,61.0,Talairach,t value,7.00,1768,increase,table
29951105,nc_A_post_gt_pre_increase,verum_post_gt_pre,Precentral gyrus,L,-32.0,6.0,48.0,Talairach,t value,7.13,233,increase,table
29951105,nc_A_post_gt_pre_increase,verum_post_gt_pre,Superior Parietal gyrus,L,-18.0,-57.0,48.0,Talairach,t value,6.98,358,increase,table
29951105,nc_A_post_gt_pre_increase,verum_post_gt_pre,Anterior Cingulate cortex,L,-10.0,44.0,7.0,Talairach,t value,6.44,378,increase,table
29951105,nc_A_post_gt_pre_increase,verum_post_gt_pre,Middle Temporal gyrus,L,56.0,-12.0,-21.0,Talairach,t value,6.18,230,increase,table
29951105,nc_A_post_gt_pre_decrease,deactivation,frontal lobe,R,-8.0,39.0,31.0,Talairach,t value,6.24,674,decrease,table
29951105,nc_A_post_gt_pre_decrease,deactivation,Inferior Parietal gyrus,R,50.0,-34.0,40.0,Talairach,t value,6.66,308,decrease,table
29951105,nc_B_post_gt_pre_increase,other,precentral gyrus,R,15.0,-18.0,70.0,Talairach,t value,6.68,221,increase,table
29951105,nc_B_post_gt_pre_increase,other,Inferior frontal gyrus,R,-18.0,54.0,1.0,Talairach,t value,6.37,232,increase,table
29951105,26064166_C1,group_comparison,Inferior temporal gyrus,L,-58.5,13.5,-21.5,TAL,t,5.1157,1539,increase,Table 2
29951105,26064166_C1,group_comparison,Posterior cingulate,L,-22.5,58.5,20.5,TAL,t,5.0297,1242,increase,Table 2
29951105,26064166_C2,group_comparison,Medial frontal gyrus,R,4.5,22.5,68.5,TAL,t,-6.144,3672,decrease,Table 2
29951105,26064166_C3,group_comparison,Cuneus,L,-13.5,-73.5,8.5,TAL,t,4.7565,675,increase,Table 3
29951105,26064166_C4,group_comparison,Culmen,R,10.5,-40.5,-12.5,TAL,t,4.3581,1107,decrease,Table 3
29951105,26064166_C4,group_comparison,Medial frontal gyrus / anterior cingulate,R,10.5,37.5,-12.5,TAL,t,4.0723,972,decrease,Table 3
29951105,26064166_C4,group_comparison,Paracentral lobule,L,-4.5,-22.5,77.5,TAL,t,-5.436,918,decrease,Table 3
29951105,26064166_C4,group_comparison,Cerebellar tonsil / Culmen,R,19.5,-34.5,-27.5,TAL,t,6.7392,891,decrease,Table 3
29951105,26064166_C5,group_comparison,Medial frontal gyrus,L,-4.5,-25.5,74.5,TAL,t,-4.1004,1053,decrease,Table 4
29951105,26064166_C5,group_comparison,Superior frontal gyrus / Medial frontal gyrus,midline,1.5,-4.5,68.5,TAL,t,-4.1896,972,decrease,Table 4
29951105,26064166_C6,verum_gt_rest,Parahippocampal gyrus,L,-13.5,-13.5,-9.5,TAL,t,5.644,1134,increase,Table 5
29951105,26064166_C6,verum_gt_rest,Middle frontal gyrus,R,28.5,7.5,32.5,TAL,t,6.9909,972,increase,Table 5
29951105,26064166_C6,verum_gt_rest,Cingulate gyrus,L,-25.5,1.5,29.5,TAL,t,7.117,891,increase,Table 5
29951105,26064166_C6,verum_gt_rest,Cingulate gyrus / Middle frontal gyrus,L,-25.5,-10.5,38.5,TAL,t,7.0511,702,increase,Table 5
29951105,26064166_C6,verum_gt_rest,Subthalamic nucleus (thalamus),R,10.5,-16.5,-3.5,TAL,t,9.6493,621,increase,Table 5
29951105,26064166_C7,sham_gt_rest,Precentral gyrus,L,-46.5,-7.5,32.5,TAL,t,10.425,864,increase,Table 6
29951105,26064166_C7,sham_gt_rest,Medial frontal gyrus,R,13.5,34.5,35.5,TAL,t,12.005,648,increase,Table 6
29951105,26064166_C7,sham_gt_rest,Medial frontal gyrus,L,-10.5,-19.5,53.5,TAL,t,6.0288,594,increase,Table 6
29951105,26064166_C8,deactivation,Superior temporal gyrus,R,49.5,-31.5,11.5,TAL,t,-6.4773,864,decrease,Table 6
29951105,26064166_C9,verum_gt_sham,Superior temporal gyrus,R,55.5,-28.5,5.5,TAL,t,15.064,864,increase,Table 7
29951105,26064166_C9,verum_gt_sham,Cingulate gyrus,R,7.5,-43.5,38.5,TAL,t,8.1928,594,increase,Table 7
29951105,26064166_C10,deactivation,Middle frontal gyrus,L,-43.5,19.5,20.5,TAL,t,-6.3792,1593,decrease,Table 7
30034336,DC_TAG_gt_SAG,verum_gt_sham,Right Fusiform Gyrus,Right,33.0,-48.0,-15.0,MNI,Peak intensity,4.68,100,increased,table
30034336,DC_TAG_gt_SAG,verum_gt_sham,"Bilateral Cuneus, Lingual Gyrus, Superior and Middle Occipital Gyri, Fusiform Gyrus",Bilateral,-12.0,-90.0,15.0,MNI,Peak intensity,6.28,"1,181",increased,table
30034336,DC_TAG_lt_SAG,verum_gt_sham,Left Cerebellum Crus1 and 2,Left,-36.0,-78.0,-27.0,MNI,Peak intensity,-3.96,97,decreased,table
30034336,DC_TAG_gt_WG,group_comparison,Bilateral Cuneus,Bilateral,3.0,-81.0,36.0,MNI,Peak intensity,4.12,116,increased,table
30034336,DC_TAG_lt_WG,group_comparison,Left Cerebellum Crus1 and 2,Left,-39.0,-84.0,-33.0,MNI,Peak intensity,-5.30,131,decreased,table
30034336,DC_SAG_gt_WG,group_comparison,Left Insula,Left,-27.0,9.0,12.0,MNI,Peak intensity,4.42,183,increased,table
30034336,DC_SAG_gt_WG,group_comparison,Right Insula,Right,42.0,-9.0,12.0,MNI,Peak intensity,4.65,110,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Left Fusiform Gyrus,Left,-24.0,-75.0,-6.0,MNI,Peak intensity,4.13,144,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Left Middle Occipital Gyrus,Left,-39.0,-93.0,-3.0,MNI,Peak intensity,3.96,127,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Left Cuneus and Superior Occipital Gyrus,Left,-15.0,-78.0,36.0,MNI,Peak intensity,3.98,123,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Right Cuneus and Superior Occipital Gyrus,Right,15.0,-84.0,48.0,MNI,Peak intensity,5.36,89,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Bilateral Supplement Motor Area,Bilateral,9.0,15.0,39.0,MNI,Peak intensity,4.18,108,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Left Precuneus,Left,-12.0,-45.0,63.0,MNI,Peak intensity,5.12,198,increased,table
30034336,ReHo_TAG_gt_SAG,verum_gt_sham,Left Inferior Parietal Lobules,Left,-33.0,-48.0,51.0,MNI,Peak intensity,3.68,91,increased,table
30034336,ReHo_TAG_lt_SAG,verum_gt_sham,Bilateral Cerebellum Crus1 and 2,Bilateral,9.0,-93.0,-24.0,MNI,Peak intensity,-3.99,181,decreased,table
30034336,ReHo_TAG_lt_SAG,verum_gt_sham,Left Middle and Inferior Frontal Gyri,Left,-27.0,27.0,-18.0,MNI,Peak intensity,-5.00,360,decreased,table
30034336,ReHo_TAG_lt_SAG,verum_gt_sham,Bilateral Anterior Cingulate Gyrus,Bilateral,15.0,33.0,18.0,MNI,Peak intensity,-4.57,566,decreased,table
30034336,ReHo_TAG_gt_WG,group_comparison,Right Cerebellum_4_5,Right,3.0,-12.0,-33.0,MNI,Peak intensity,5.10,264,increased,table
30034336,ReHo_TAG_gt_WG,group_comparison,"Left Precuneus, Hippocampus and Thalamus",Left,-24.0,-51.0,9.0,MNI,Peak intensity,4.31,189,increased,table
30034336,ReHo_TAG_gt_WG,group_comparison,Right Hippocampus and Precuneus,Right,18.0,-45.0,15.0,MNI,Peak intensity,4.55,377,increased,table
30034336,ReHo_TAG_gt_WG,group_comparison,Bilateral Supplement Motor Area,Bilateral,6.0,9.0,48.0,MNI,Peak intensity,5.51,747,increased,table
30034336,ReHo_TAG_gt_WG,group_comparison,Left Precentral Gyrus,Left,-30.0,6.0,30.0,MNI,Peak intensity,4.29,97,increased,table
30034336,ReHo_TAG_gt_WG,group_comparison,Left Insula,Left,-30.0,18.0,12.0,MNI,Peak intensity,4.14,141,increased,table
30034336,ReHo_TAG_lt_WG,group_comparison,Right Rectus and Middle Frontal Gyrus,Right,3.0,48.0,-21.0,MNI,Peak intensity,-4.77,416,decreased,table
30034336,ReHo_TAG_lt_WG,group_comparison,Left Cerebellum Crus1,Left,-27.0,-90.0,-24.0,MNI,Peak intensity,-4.04,89,decreased,table
30034336,ReHo_TAG_lt_WG,group_comparison,Right Orbital Inferior Frontal Gyrus,Right,42.0,42.0,-15.0,MNI,Peak intensity,-3.95,95,decreased,table
30034336,ReHo_TAG_lt_WG,group_comparison,Right Precentral Gyrus,Right,54.0,0.0,42.0,MNI,Peak intensity,-5.47,98,decreased,table
30034336,ReHo_SAG_gt_WG,group_comparison,Left Insula,Left,-27.0,9.0,12.0,MNI,Peak intensity,4.42,107,increased,table
30034336,ReHo_SAG_lt_WG,group_comparison,Right Precentral Gyrus,Right,51.0,0.0,42.0,MNI,Peak intensity,-5.70,162,decreased,table
30034336,ALFF_TAG_gt_SAG,verum_gt_sham,Left Cerebellum 4_5 and 6,Left,-36.0,-33.0,-27.0,MNI,Peak intensity,3.95,94,increased,table
30034336,ALFF_TAG_lt_SAG,verum_gt_sham,Right Orbital Inferior Frontal Gyrus,Right,27.0,36.0,-12.0,MNI,Peak intensity,-4.24,217,decreased,table
30034336,ALFF_TAG_gt_WG,group_comparison,Right Fusiform Gyrus,Right,48.0,-36.0,-27.0,MNI,Peak intensity,4.54,396,increased,table
30034336,ALFF_TAG_gt_WG,group_comparison,Left Fusiform Gyrus,Left,-33.0,-33.0,-27.0,MNI,Peak intensity,4.82,320,increased,table
30034336,ALFF_TAG_gt_WG,group_comparison,Right Cerebellum_Crus1,Right,33.0,-57.0,0.0,MNI,Peak intensity,3.25,176,increased,table
30034336,ALFF_TAG_gt_WG,group_comparison,Left Cerebellum_Crus1,Left,-39.0,-66.0,-33.0,MNI,Peak intensity,2.94,273,increased,table
30034336,ALFF_TAG_gt_WG,group_comparison,Vermis_4_5 and 6,not_reported,3.0,-57.0,-15.0,MNI,Peak intensity,3.54,167,increased,table
30034336,ALFF_SAG_gt_WG,group_comparison,Right Medial Frontal Gyrus,Right,15.0,42.0,12.0,MNI,Peak intensity,3.89,93,increased,table
30034336,ALFF_SAG_gt_WG,group_comparison,Right Cerebellum_Crus1,Right,18.0,-81.0,-27.0,MNI,Peak intensity,4.38,339,increased,table
30034336,30013481_C1,verum_gt_sham,Right Fusiform Gyrus,R,33.0,-48.0,-15.0,MNI,t,4.68,100,increased (TAG > SAG),Table 3
30034336,30013481_C1,verum_gt_sham,"Bilateral Cuneus, Lingual Gyrus, Superior and Middle Occipital Gyri, Fusiform Gyrus",L,-12.0,-90.0,15.0,MNI,t,6.28,1181,increased (TAG > SAG),Table 3
30034336,30013481_C2,verum_gt_sham,Left Cerebellum Crus1 and 2,L,-36.0,-78.0,-27.0,MNI,t,-3.96,97,decreased (TAG < SAG),Table 3
30034336,30013481_C3,group_comparison,Bilateral Cuneus,R,3.0,-81.0,36.0,MNI,t,4.12,116,increased (TAG > WG),Table 3
30034336,30013481_C4,group_comparison,Left Cerebellum Crus1 and 2,L,-39.0,-84.0,-33.0,MNI,t,-5.3,131,decreased (TAG < WG),Table 3
30034336,30013481_C5,group_comparison,Left Insula,L,-27.0,9.0,12.0,MNI,t,4.42,183,increased (SAG > WG),Table 3
30034336,30013481_C5,group_comparison,Right Insula,R,42.0,-9.0,12.0,MNI,t,4.65,110,increased (SAG > WG),Table 3
30034336,30013481_C6,verum_gt_sham,Left Fusiform Gyrus,L,-24.0,-75.0,-6.0,MNI,t,4.13,144,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Left Middle Occipital Gyrus,L,-39.0,-93.0,-3.0,MNI,t,3.96,127,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Left Cuneus and Superior Occipital Gyrus,L,-15.0,-78.0,36.0,MNI,t,3.98,123,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Right Cuneus and Superior Occipital Gyrus,R,15.0,-84.0,48.0,MNI,t,5.36,89,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Bilateral Supplement Motor Area,R,9.0,15.0,39.0,MNI,t,4.18,108,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Left Precuneus,L,-12.0,-45.0,63.0,MNI,t,5.12,198,increased (TAG > SAG),Table 4
30034336,30013481_C6,verum_gt_sham,Left Inferior Parietal Lobules,L,-33.0,-48.0,51.0,MNI,t,3.68,91,increased (TAG > SAG),Table 4
30034336,30013481_C7,verum_gt_sham,Bilateral Cerebellum Crus1 and 2,R,9.0,-93.0,-24.0,MNI,t,-3.99,181,decreased (TAG < SAG),Table 4
30034336,30013481_C7,verum_gt_sham,Left Middle and Inferior Frontal Gyri,L,-27.0,27.0,-18.0,MNI,t,-5.0,360,decreased (TAG < SAG),Table 4
30034336,30013481_C7,verum_gt_sham,Bilateral Anterior Cingulate Gyrus,R,15.0,33.0,18.0,MNI,t,-4.57,566,decreased (TAG < SAG),Table 4
30034336,30013481_C8,group_comparison,Right Cerebellum_4_5,R,3.0,-12.0,-33.0,MNI,t,5.1,264,increased (TAG > WG),Table 4
30034336,30013481_C8,group_comparison,"Left Precuneus, Hippocampus and Thalamus",L,-24.0,-51.0,9.0,MNI,t,4.31,189,increased (TAG > WG),Table 4
30034336,30013481_C8,group_comparison,Right Hippocampus and Precuneus,R,18.0,-45.0,15.0,MNI,t,4.55,377,increased (TAG > WG),Table 4
30034336,30013481_C8,group_comparison,Bilateral Supplement Motor Area,R,6.0,9.0,48.0,MNI,t,5.51,747,increased (TAG > WG),Table 4
30034336,30013481_C8,group_comparison,Left Precentral Gyrus,L,-30.0,6.0,30.0,MNI,t,4.29,97,increased (TAG > WG),Table 4
30034336,30013481_C8,group_comparison,Left Insula,L,-30.0,18.0,12.0,MNI,t,4.14,141,increased (TAG > WG),Table 4
30034336,30013481_C9,group_comparison,Right Rectus and Middle Frontal Gyrus,R,3.0,48.0,-21.0,MNI,t,-4.77,416,decreased (TAG < WG),Table 4
30034336,30013481_C9,group_comparison,Left Cerebellum Crus1,L,-27.0,-90.0,-24.0,MNI,t,-4.04,89,decreased (TAG < WG),Table 4
30034336,30013481_C9,group_comparison,Right Orbital Inferior Frontal Gyrus,R,42.0,42.0,-15.0,MNI,t,-3.95,95,decreased (TAG < WG),Table 4
30034336,30013481_C9,group_comparison,Right Precentral Gyrus,R,54.0,0.0,42.0,MNI,t,-5.47,98,decreased (TAG < WG),Table 4
30034336,30013481_C10,group_comparison,Left Insula,L,-27.0,9.0,12.0,MNI,t,4.42,107,increased (SAG > WG),Table 4
30034336,30013481_C11,group_comparison,Right Precentral Gyrus,R,51.0,0.0,42.0,MNI,t,-5.7,162,decreased (SAG < WG),Table 4
30034336,30013481_C12,verum_gt_sham,Left Cerebellum 4_5 and 6,L,-36.0,-33.0,-27.0,MNI,t,3.95,94,increased (TAG > SAG),Table 5
30034336,30013481_C13,verum_gt_sham,Right Orbital Inferior Frontal Gyrus,R,27.0,36.0,-12.0,MNI,t,-4.24,217,decreased (TAG < SAG),Table 5
30034336,30013481_C14,group_comparison,Right Fusiform Gyrus,R,48.0,-36.0,-27.0,MNI,t,4.54,396,increased (TAG > WG),Table 5
30034336,30013481_C14,group_comparison,Left Fusiform Gyrus,L,-33.0,-33.0,-27.0,MNI,t,4.82,320,increased (TAG > WG),Table 5
30034336,30013481_C14,group_comparison,Right Cerebellum_Crus1,R,33.0,-57.0,0.0,MNI,t,3.25,176,increased (TAG > WG),Table 5
30034336,30013481_C14,group_comparison,Left Cerebellum_Crus1,L,-39.0,-66.0,-33.0,MNI,t,2.94,273,increased (TAG > WG),Table 5
30034336,30013481_C14,group_comparison,Vermis_4_5 and 6,R,3.0,-57.0,-15.0,MNI,t,3.54,167,increased (TAG > WG),Table 5
30034336,30013481_C15,group_comparison,Right Medial Frontal Gyrus,R,15.0,42.0,12.0,MNI,t,3.89,93,increased (SAG > WG),Table 5
30034336,30013481_C15,group_comparison,Right Cerebellum_Crus1,R,18.0,-81.0,-27.0,MNI,t,4.38,339,increased (SAG > WG),Table 5
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Frontal_Inf_Oper,R,66.0,15.0,21.0,MNI,T value,5.54,18,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Cerebellum_Crus2,L,-15.0,-90.0,-33.0,MNI,T value,4.69,182,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Cerebellum_Crus1,R,27.0,-90.0,-27.0,MNI,T value,4.87,34,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Frontal_Inf_Orb,R,57.0,24.0,-6.0,MNI,T value,4.55,28,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Lateral Globus Pallidus,L,-21.0,-12.0,3.0,MNI,T value,4.23,18,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Rolandic_Oper,L,-57.0,9.0,0.0,MNI,T value,4.09,98,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Parietal_Sup,L,-30.0,-72.0,57.0,MNI,T value,3.43,18,increased,table
30105065,con_AD_real_vs_baseline_increase,verum_gt_rest,Supramarginal,L,-60.0,-24.0,21.0,MNI,T value,3.40,20,increased,table
